Date,Main1,Main2,Main3,Main4,Main5,Euro1,Euro2,Jackpot,Winners
06/06/2023,5,7,21,22,29,3,10,74785299,0
09/06/2023,8,13,24,35,46,6,8,86895252,0
13/06/2023,11,29,32,46,47,5,7,98367631,0
16/06/2023,5,19,33,36,42,7,12,115613508,0
20/06/2023,9,18,30,34,48,1,7,120000000,0
23/06/2023,2,3,18,23,39,6,8,120000000,1
27/06/2023,7,10,13,34,47,5,9,10000000,0
30/06/2023,3,14,23,41,43,2,6,17450442,0
04/07/2023,19,21,23,36,39,5,12,24034589,0
07/07/2023,9,18,20,40,41,3,9,32913421,0
11/07/2023,11,15,17,24,46,2,11,39897614,0
14/07/2023,2,4,12,31,50,6,8,49426501,0
18/07/2023,14,16,24,40,43,1,5,57246319,0
21/07/2023,7,16,22,38,41,5,9,67831403,0
25/07/2023,3,9,11,20,39,2,3,76739688,0
28/07/2023,10,16,34,36,49,3,7,88976668,0
01/08/2023,2,9,38,40,44,5,11,100544936,0
04/08/2023,3,17,19,32,38,6,7,117242386,1
08/08/2023,6,12,25,31,37,6,9,10000000,1
11/08/2023,1,35,36,38,39,3,10,10000000,0
15/08/2023,12,21,23,26,41,5,6,14292378,1
18/08/2023,2,16,22,28,46,4,8,10000000,1
22/08/2023,8,40,41,46,47,3,11,10000000,0
25/08/2023,2,5,11,27,38,10,12,16831794,0
29/08/2023,14,18,20,39,42,6,9,21314943,0
01/09/2023,1,13,16,23,27,10,11,28808937,0
05/09/2023,9,11,13,15,25,4,9,33830108,0
08/09/2023,21,29,31,46,49,5,6,41750348,0
12/09/2023,5,13,43,45,50,1,10,48023244,0
15/09/2023,3,8,10,31,36,2,3,57857065,0
19/09/2023,8,18,26,38,39,4,12,65950427,1
22/09/2023,14,24,31,44,45,7,11,10000000,0
26/09/2023,23,24,38,42,44,1,10,14098267,0
29/09/2023,14,24,29,45,48,3,9,22016063,0
03/10/2023,13,28,29,31,47,8,9,28266304,0
06/10/2023,17,18,40,43,50,9,11,36909007,0
10/10/2023,7,8,12,21,43,4,11,43876027,0
13/10/2023,16,23,30,37,41,2,9,54233218,1
17/10/2023,6,8,42,49,50,3,5,10000000,0
20/10/2023,11,16,22,34,46,2,5,16706605,0
24/10/2023,5,14,35,40,47,1,3,20998765,0
27/10/2023,6,13,15,20,40,2,8,28482618,0
31/10/2023,6,15,21,34,48,1,5,35268799,1
03/11/2023,6,21,23,31,39,1,5,10000000,0
07/11/2023,26,36,43,47,49,4,7,14176090,0
10/11/2023,1,17,22,29,31,5,6,21592183,0
14/11/2023,9,30,34,38,48,2,3,27938979,0
17/11/2023,4,14,15,20,28,7,9,36524877,1
21/11/2023,9,20,21,22,38,3,12,10000000,0
24/11/2023,16,27,33,34,39,2,7,16466572,0
28/11/2023,11,12,13,23,36,3,8,20655251,0
01/12/2023,23,32,38,45,49,1,9,27789368,0
05/12/2023,6,11,16,26,49,2,9,33822199,0
08/12/2023,2,8,28,32,37,3,6,42695469,0
12/12/2023,2,8,20,34,40,9,12,49958822,0
15/12/2023,7,15,17,18,39,1,10,59776213,0
19/12/2023,4,6,17,31,45,6,12,68066664,0
22/12/2023,4,6,12,31,38,2,12,80018540,0
26/12/2023,4,13,16,22,27,1,10,88907485,0
29/12/2023,2,21,34,40,48,2,6,103935384,0
02/01/2024,19,26,36,48,49,10,11,117827774,0
05/01/2024,11,30,32,45,47,3,10,120000000,0
09/01/2024,9,12,26,41,47,7,10,120000000,0
12/01/2024,3,31,34,43,45,6,9,120000000,0
16/01/2024,6,19,32,39,42,4,9,120000000,1
19/01/2024,10,12,18,33,47,7,10,11329064,0
23/01/2024,9,18,20,32,39,5,8,18245012,0
26/01/2024,18,23,35,37,41,6,7,27093852,0
30/01/2024,10,12,15,46,48,9,11,34333475,0
02/02/2024,13,17,21,30,39,8,11,44252034,0
06/02/2024,16,19,20,26,44,1,4,52501136,0
09/02/2024,4,10,11,20,22,7,10,,1
13/02/2024,7,20,22,45,48,10,12,10000000,0
16/02/2024,7,11,17,18,34,3,5,17197313,0
20/02/2024,1,3,11,15,30,4,10,22104326,0
23/02/2024,10,19,22,37,41,2,6,,2
27/02/2024,15,17,30,38,49,1,11,10000000,0
01/03/2024,13,26,30,34,41,3,7,17279932,0
05/03/2024,2,20,30,31,40,8,12,22163886,0
08/03/2024,2,11,17,23,49,4,12,,1
12/03/2024,2,8,11,16,20,4,10,10000000,0
15/03/2024,16,20,25,30,49,3,10,17160932,0
19/03/2024,1,20,28,32,49,3,10,21997025,0
22/03/2024,5,17,36,37,50,3,7,30107554,0
26/03/2024,12,15,17,30,32,1,6,37410337,0
29/03/2024,7,11,30,31,39,5,10,47038509,0
02/04/2024,14,17,29,32,45,1,2,54772788,0
05/04/2024,5,8,16,30,37,1,10,65558218,0
09/04/2024,1,7,21,27,43,1,3,75201361,0
12/04/2024,1,34,39,47,49,1,12,88451343,0
16/04/2024,35,36,37,41,48,1,12,101382346,0
19/04/2024,8,14,21,34,36,1,2,119419362,0
23/04/2024,2,3,6,15,35,1,3,120000000,2
26/04/2024,3,18,23,29,47,5,12,11355316,0
30/04/2024,4,20,33,37,45,8,9,18701053,0
03/05/2024,9,17,36,40,45,5,7,27587198,0
07/05/2024,3,11,32,33,35,3,11,35125655,0
10/05/2024,28,31,39,45,49,8,11,44807203,0
14/05/2024,19,22,23,24,27,1,6,53290436,0
17/05/2024,1,2,29,36,48,1,11,64411199,0
21/05/2024,7,23,31,33,38,10,11,73958965,0
24/05/2024,2,3,4,21,45,6,12,86687026,0
28/05/2024,13,26,27,35,46,3,4,98956016,0
31/05/2024,4,23,34,39,45,6,7,115731907,0
04/06/2024,1,3,24,43,49,2,4,,1
07/06/2024,8,15,29,37,45,5,10,11127482,0
11/06/2024,4,12,16,29,31,1,9,18305731,0
14/06/2024,10,21,27,42,46,2,6,27478790,0
18/06/2024,4,10,23,24,45,7,8,35127810,0
21/06/2024,2,22,24,30,40,5,6,44882239,0
25/06/2024,8,14,25,31,45,3,12,53156173,0
28/06/2024,1,8,30,43,45,10,12,63944126,0
02/07/2024,10,29,30,32,40,6,12,73733398,0
05/07/2024,4,11,16,25,32,1,11,86351675,0
09/07/2024,5,14,25,26,44,8,10,,1
12/07/2024,2,14,30,32,34,3,4,10000000,0
16/07/2024,8,22,27,36,43,5,8,16615364,0
19/07/2024,13,18,22,26,32,10,11,25440004,0
23/07/2024,9,13,21,24,38,6,12,33005312,0
26/07/2024,7,11,22,26,46,5,11,,2
30/07/2024,2,16,30,31,49,2,5,10000000,0
02/08/2024,14,20,26,30,31,1,2,17318623,0
06/08/2024,4,9,22,32,35,9,10,22581451,0
09/08/2024,15,18,25,29,35,1,5,31669941,0
13/08/2024,6,9,33,34,50,1,7,39456139,0
16/08/2024,4,11,16,46,50,1,3,49311057,0
20/08/2024,25,28,29,31,33,6,12,57820152,0
23/08/2024,13,21,22,26,48,2,7,68811629,0
27/08/2024,15,24,29,33,39,2,9,78665922,0
30/08/2024,8,11,25,31,48,11,12,,1
03/09/2024,5,17,23,36,37,5,9,,1
06/09/2024,7,11,27,42,45,3,10,10000000,0
10/09/2024,7,10,31,41,46,1,5,15133921,0
13/09/2024,2,3,17,40,44,4,8,23332302,0
17/09/2024,1,3,13,24,44,11,12,30684740,0
20/09/2024,9,17,19,26,39,4,10,40400014,0
24/09/2024,3,13,34,41,43,1,5,48585398,0
27/09/2024,6,15,25,29,41,1,3,59265351,0
01/10/2024,17,37,42,45,50,6,7,68719892,0
04/10/2024,4,16,27,34,44,4,7,,1
08/10/2024,13,29,42,44,48,2,8,10000000,0
11/10/2024,8,11,23,44,45,10,12,17311184,0
15/10/2024,9,20,38,44,45,4,12,23266629,0
18/10/2024,2,4,23,30,40,4,10,32626687,0
22/10/2024,4,32,36,38,47,3,9,40515742,0
25/10/2024,2,19,36,42,50,4,9,50748982,0
29/10/2024,3,17,26,30,49,1,10,59411578,0
01/11/2024,13,21,27,28,41,1,3,70565090,0
05/11/2024,22,29,36,38,43,1,6,80716930,0
08/11/2024,6,23,38,42,45,9,12,94833838,0
12/11/2024,2,3,34,38,49,10,11,108933964,0
15/11/2024,27,31,35,46,50,3,10,120000000,0
19/11/2024,4,7,19,26,27,4,5,120000000,0
22/11/2024,6,10,30,34,41,7,10,120000000,0
26/11/2024,20,21,28,32,37,1,5,120000000,0
29/11/2024,10,19,24,25,40,5,9,120000000,0
03/12/2024,7,20,23,24,37,4,10,120000000,0
06/12/2024,8,14,45,47,50,2,12,120000000,2
10/12/2024,17,23,30,41,43,4,11,11022513,0
13/12/2024,1,4,19,35,42,1,3,21312703,1
17/12/2024,11,14,18,35,42,4,11,10000000,0
20/12/2024,1,3,10,32,44,1,8,18066282,0
24/12/2024,9,15,28,36,39,6,7,26010797,0
27/12/2024,1,9,25,27,37,6,8,35782397,0
31/12/2024,2,21,26,34,49,7,12,46546794,0
03/01/2025,1,20,21,27,29,8,10,58084930,0
07/01/2025,1,16,20,23,44,5,9,67780936,0
10/01/2025,17,34,38,42,48,2,11,,1
14/01/2025,10,11,17,20,30,2,6,10000000,0
17/01/2025,7,9,14,18,31,7,8,17796844,0
21/01/2025,3,17,22,28,40,4,9,24907512,0
24/01/2025,2,9,16,46,47,3,9,34729564,0
28/01/2025,2,7,28,43,46,5,12,43123979,0
31/01/2025,1,23,32,42,47,4,11,54037398,0
04/02/2025,10,18,21,41,42,3,9,63757862,0
07/02/2025,15,17,27,33,45,5,9,76271295,0
11/02/2025,3,12,22,28,47,1,12,,1
14/02/2025,12,14,18,45,50,2,10,,1
18/02/2025,1,9,14,19,44,2,3,10000000,0
21/02/2025,18,26,29,35,36,11,12,17651180,0
25/02/2025,28,31,38,42,48,3,10,23626980,0
28/02/2025,3,4,13,20,21,8,12,33497443,0
04/03/2025,4,12,35,37,48,4,10,41967336,0
07/03/2025,7,11,12,32,42,1,4,52692064,0
11/03/2025,15,18,22,23,44,1,11,62263180,0
14/03/2025,6,13,28,37,45,5,10,74702910,0
18/03/2025,1,7,14,47,50,3,7,85924152,0
21/03/2025,8,9,12,14,16,6,12,100973884,0
25/03/2025,3,11,30,35,50,4,5,,1
28/03/2025,2,15,19,34,49,2,6,10624926,0
01/04/2025,12,17,39,41,50,9,12,18099741,0
04/04/2025,19,23,29,37,38,2,8,27475892,0
08/04/2025,17,39,40,41,47,5,8,35551522,0
11/04/2025,2,26,27,28,49,1,10,45874012,0
15/04/2025,8,11,13,33,35,1,10,54956776,0
18/04/2025,7,8,12,29,44,3,12,65993089,0
22/04/2025,10,16,23,29,38,3,5,75467568,0
25/04/2025,13,14,40,43,45,5,8,88373033,0
29/04/2025,17,21,27,30,34,8,11,101070236,0
02/05/2025,3,15,22,33,35,1,7,117791601,0
06/05/2025,1,21,22,46,49,9,10,120000000,0
09/05/2025,1,5,27,36,43,5,9,,1
13/05/2025,14,16,19,33,34,5,12,10092258,0
16/05/2025,6,8,15,27,39,6,12,19422115,0
20/05/2025,8,19,20,21,28,7,10,27384859,0
23/05/2025,11,17,19,33,40,7,12,,1
27/05/2025,6,9,17,25,41,4,10,10000000,0
30/05/2025,4,5,26,29,43,5,9,,1
03/06/2025,6,8,19,26,30,1,12,10000000,0
06/06/2025,7,8,11,23,39,5,11,17631860,0
10/06/2025,1,17,20,28,42,2,12,23052026,0
13/06/2025,1,15,18,27,46,5,9,32253615,0
17/06/2025,10,13,15,33,35,7,12,,1
20/06/2025,6,12,18,37,46,7,9,10000000,0
24/06/2025,20,31,35,40,44,3,4,15524781,0
27/06/2025,4,14,26,29,50,3,12,24609936,0
01/07/2025,1,9,10,12,14,6,8,32586930,0
04/07/2025,14,23,34,41,44,5,10,42717301,0
08/07/2025,21,27,29,34,43,6,10,51633230,0
11/07/2025,6,12,13,43,46,6,11,62975583,0
15/07/2025,13,28,33,37,45,6,11,73389389,0
18/07/2025,10,12,21,25,39,2,4,86649144,0
22/07/2025,5,20,42,46,48,7,8,99499354,0
25/07/2025,7,8,13,29,36,4,8,,2
29/07/2025,20,21,38,43,49,6,11,10000000,0
01/08/2025,4,11,12,20,33,3,5,18580296,0
05/08/2025,1,18,21,22,34,1,6,26538162,0
08/08/2025,7,16,23,41,42,1,4,,1
12/08/2025,11,16,29,37,42,1,11,10000000,0
15/08/2025,5,11,20,33,43,6,12,17414330,0
19/08/2025,3,4,11,33,47,6,9,23844893,0
22/08/2025,3,14,16,22,34,7,10,33532035,0
26/08/2025,8,14,21,26,35,4,8,42031882,0
29/08/2025,3,5,19,23,48,1,5,53014838,0
02/09/2025,1,5,12,38,47,7,8,63073160,0
05/09/2025,6,14,25,29,46,7,11,75725180,0
09/09/2025,14,18,24,27,50,8,9,87565791,0
12/09/2025,7,22,24,33,45,4,12,103940960,0
16/09/2025,8,9,14,37,39,1,9,119913318,0
19/09/2025,9,37,40,41,46,1,12,120000000,0
23/09/2025,7,18,31,32,33,10,11,120000000,1
26/09/2025,12,24,26,35,48,1,2,11397666,0
30/09/2025,8,11,13,24,27,3,7,19243843,0
03/10/2025,1,2,7,21,27,8,12,28695885,0
07/10/2025,10,22,38,42,48,2,9,37125578,0
10/10/2025,4,5,24,31,41,3,12,47824082,0
14/10/2025,8,12,13,49,50,2,4,57315620,0
17/10/2025,18,21,34,35,46,2,3,,1
21/10/2025,6,21,30,40,46,3,4,10000000,0
24/10/2025,12,13,27,42,43,3,4,17757135,0
28/10/2025,3,4,22,45,50,9,12,24784802,0
31/10/2025,5,11,40,41,47,1,5,34712203,0
04/11/2025,3,21,22,33,39,1,9,43358338,0
